ID,Betrieb,Feldname,Fläche (ha),Erntejahr,Aussaattermin,Erntedatum,Kultur,realer Ertrag (dt / ha),reale N-Menge (kg N / ha),Unnamed: 11,Unnamed: 12
,Farm 4,Field 187,6.07,2018.0,2017-08-30 00:00:00,2018-07-28 00:00:00.000,Winterraps,32.33937397034597,205.0,,
,Farm 4,Field 187,6.0679,2019.0,2018-09-17 00:00:00,2019-07-28 00:00:00.000,Winterweichweizen,71.95240528024523,196.0,,
,Farm 4,Field 188,8.9721,2022.0,2021-09-07 00:00:00,2022-07-30 00:00:00.000,Winterraps,45.13698825332891,264.0,,
,Farm 4,Field 188,8.378,2018.0,2017-09-28 00:00:00,2018-07-29 00:00:00.000,Winterweichweizen,58.128431606588684,188.0,,
,Farm 4,Field 188,8.97,2020.0,2019-09-14 00:00:00,2020-08-09 00:00:00.000,Winterweichweizen,74.01314768526669,166.0,,
,Farm 4,Field 188,8.97,2019.0,2018-08-28 00:00:00,2019-08-03 00:00:00.000,Winterraps,23.678929765886288,199.0,,
,Farm 4,Field 188,8.97,2021.0,2020-09-15 00:00:00,2021-07-19 00:00:00.000,Wintergerste,85.95592925084915,199.0,,
,Farm 4,Field 189,77.04,2019.0,2018-09-14 00:00:00,2019-06-27 00:00:00.000,Wintergerste,75.86967808930424,147.0,,
,Farm 4,Field 189,63.93,2019.0,2019-02-26 00:00:00,2019-07-16 00:00:00.000,Erbsen,36.22243078366964,0.0,,
,Farm 4,Field 189,77.19,2020.0,2019-08-17 00:00:00,2020-08-12 00:00:00.000,Winterraps,44.69981572514803,276.0,,
,Farm 4,Field 189,10.38,2021.0,2021-06-06 00:00:00,,Silomais,,0.0,,
,Farm 4,Field 189,75.5,2021.0,2020-09-13 00:00:00,2020-07-27 00:00:00.000,Winterweichweizen,82.03291276093103,221.0,,
,Farm 4,Field 189,109.45,2020.0,2019-09-18 00:00:00,2020-08-08 00:00:00.000,Winterweichweizen,92.56632004253058,153.0,,
,Farm 4,Field 189,140.97,2018.0,2017-09-24 00:00:00,2018-07-25 00:00:00.000,Winterweichweizen,66.25523160956232,188.0,,
,Farm 4,Field 189,77.2534,2022.0,2021-10-20 00:00:00,2022-08-13 00:00:00.000,Winterweichweizen,90.04546698957151,219.0,,
,Farm 4,Field 190,47.42,2019.0,2018-09-22 00:00:00,2019-07-24 00:00:00.000,Winterweichweizen,70.49768030366934,193.0,,
,Farm 4,Field 191,39.01,2020.0,2019-08-23 00:00:00,2020-08-10 00:00:00.000,Winterraps,39.60379784276221,276.0,,
,Farm 4,Field 191,39.01,2019.0,2018-10-25 00:00:00,2019-08-02 00:00:00.000,Winterweichweizen,62.53781081773904,198.0,,
,Farm 4,Field 191,39.1,2021.0,2020-09-18 00:00:00,2020-07-31 00:00:00.000,Winterweichweizen,72.34572213996199,216.0,,
,Farm 4,Field 191,39.0028,2022.0,2022-03-18 00:00:00,2022-08-10 00:00:00.000,Erbsen,28.706277617975182,0.0,,
,Farm 4,Field 192,20.6,2019.0,2019-05-03 00:00:00,2019-09-30 00:00:00.000,Silomais,315.121966019417,181.0,,
,Farm 4,Field 192,29.32,2021.0,2020-09-30 00:00:00,2020-08-06 00:00:00.000,Winterweichweizen,84.1787638719354,146.0,,
,Farm 4,Field 192,28.9,2020.0,2020-03-25 00:00:00,2020-08-10 00:00:00.000,Erbsen,50.898722758453225,0.0,,
,Farm 4,Field 192,64.6842,2022.0,2021-08-15 00:00:00,2022-08-09 00:00:00.000,Winterraps,46.10657575702285,224.0,,
,Farm 4,Field 192,51.29,2019.0,2018-09-10 00:00:00,2019-07-22 00:00:00.000,Winterweichweizen,77.98791187365958,205.0,,
,Farm 4,Field 192,35.2,2021.0,2020-11-18 00:00:00,2020-08-06 00:00:00.000,Winterweichweizen,80.92201169590642,220.0,,
,Farm 4,Field 192,64.3,2018.0,2017-08-25 00:00:00,2018-07-14 00:00:00.000,Winterraps,34.23172628304821,211.0,,
,Farm 4,Field 193,29.74,2020.0,2019-09-22 00:00:00,2020-07-14 00:00:00.000,Wintergerste,90.09066687116805,194.0,,
,Farm 4,Field 193,78.83,2018.0,2017-08-24 00:00:00,2018-07-27 00:00:00.000,Winterraps,34.273753647088675,208.0,,
,Farm 4,Field 194,76.56,2019.0,2018-09-18 00:00:00,2019-08-05 00:00:00.000,Winterweichweizen,68.00548589341693,191.0,,
,Farm 4,Field 195,30.0102,2022.0,2021-09-13 00:00:00,2022-08-03 00:00:00.000,Winterweichweizen,92.4704632004066,193.0,,
,Farm 4,Field 195,29.76,2021.0,2020-08-25 00:00:00,2021-08-21 00:00:00.000,Winterraps,38.886990798180314,240.0,,
,Farm 4,Field 196,46.3638,2022.0,2021-09-13 00:00:00,2022-08-03 00:00:00.000,Winterweichweizen,93.20975587704554,193.0,,
,Farm 4,Field 196,46.36,2020.0,2019-09-22 00:00:00,2020-07-18 00:00:00.000,Wintergerste,88.76451886835292,194.0,,
,Farm 4,Field 196,46.36,2021.0,2020-08-25 00:00:00,2021-08-22 00:00:00.000,Winterraps,38.77802804615574,228.0,,
,Farm 4,Field 197,9.84,2019.0,2018-09-18 00:00:00,2019-08-05 00:00:00.000,Winterweichweizen,79.77642276422765,188.0,,
,Farm 4,Field 197,9.8366,2022.0,2021-09-12 00:00:00,2022-08-03 00:00:00.000,Winterweichweizen,94.6579946857975,193.0,,
,Farm 4,Field 198,9.84,2020.0,2019-09-21 00:00:00,2020-07-14 00:00:00.000,Wintergerste,88.58674273760282,192.0,,
,Farm 5,Field 199,5.0467,2018.0,,2018-07-17 00:00:00.000,Winterweichweizen,83.1295698179008,203.0,,
,Farm 5,Field 199,4.5567,2021.0,,,Winterweichweizen,80.58024447516843,160.0,,
,Farm 5,Field 199,4.5567,2020.0,,2020-08-08 00:00:00.000,Winterweichweizen,82.26348015010863,180.0,,
,Farm 5,Field 200,6.297,2021.0,,2021-07-27 00:00:00.000,Winterraps,36.73018897887883,146.0,,
,Farm 5,Field 200,6.297,2019.0,,2019-08-07 00:00:00.000,Winterweichweizen,53.993965380339844,155.0,,
,Farm 5,Field 200,6.297,2020.0,,2020-07-23 00:00:00.000,Winterweichweizen,61.854851516595204,151.0,,
,Farm 5,Field 200,6.297,2018.0,,2018-07-16 00:00:00.000,Winterraps,15.45974273463554,173.0,,
,Farm 5,Field 201,18.0724,2020.0,,2020-08-06 00:00:00.000,Winterweichweizen,87.70832872225051,169.0,,
,Farm 5,Field 201,18.0724,2018.0,,2018-07-30 00:00:00.000,Winterweichweizen,75.82999490936457,153.0,,
,Farm 5,Field 202,1.9015,2019.0,,2019-09-17 00:00:00.000,Silomais,584.4017880620563,117.0,,
,Farm 5,Field 202,1.9015,2018.0,,2018-09-07 00:00:00.000,Silomais,564.4017880620563,159.0,,
,Farm 5,Field 203,5.5219,2020.0,,2020-08-07 00:00:00.000,Winterweichweizen,90.69342074286025,167.0,,
,Farm 5,Field 203,5.5219,2018.0,,2018-07-19 00:00:00.000,Winterweichweizen,99.63961679856573,194.0,,
,Farm 5,Field 204,9.3757,2020.0,,2020-08-04 00:00:00.000,Winterraps,40.11433812941967,160.0,,
,Farm 5,Field 204,9.3757,2019.0,,2019-07-24 00:00:00.000,Winterweichweizen,69.79958829740713,156.0,,
,Farm 5,Field 205,1.5355,2019.0,,2019-09-17 00:00:00.000,Silomais,456.9000325626832,120.0,,
,Farm 5,Field 205,1.5355,2018.0,,2018-09-07 00:00:00.000,Silomais,408.90263757733635,150.0,,
,Farm 5,Field 206,0.66,2018.0,,2018-07-19 00:00:00.000,Winterweichweizen,86.01515151515152,166.0,,
,Farm 5,Field 206,0.66,2020.0,,2020-08-07 00:00:00.000,Winterweichweizen,74.09090909090908,143.0,,
,Farm 5,Field 206,0.66,2019.0,,2019-11-15 00:00:00.000,Zuckerrüben,736.060606060606,84.0,,
,Farm 5,Field 207,6.7867,2021.0,,,Winterweichweizen,73.2314674289419,169.0,,
,Farm 5,Field 207,6.7867,2019.0,,2019-08-02 00:00:00.000,Winterweichweizen,98.38065628361353,163.0,,
,Farm 5,Field 208,3.9239,2018.0,,2018-07-24 00:00:00.000,Winterweichweizen,45.049568031805094,155.0,,
,Farm 5,Field 208,3.9239,2019.0,,2019-08-06 00:00:00.000,Winterraps,25.63775835265934,168.0,,
,Farm 5,Field 208,3.9239,2021.0,,2021-08-12 00:00:00.000,Winterweichweizen,50.640943958816486,163.0,,
,Farm 5,Field 208,3.9239,2020.0,,2020-07-24 00:00:00.000,Winterweichweizen,61.16363821707994,152.0,,
,Farm 5,Field 209,5.6923,2018.0,,2018-07-19 00:00:00.000,Winterweichweizen,90.22012191908365,203.0,,
,Farm 5,Field 209,5.6923,2020.0,,2020-08-07 00:00:00.000,Winterweichweizen,90.43796005129735,142.0,,
,Farm 5,Field 209,5.6923,2019.0,,2019-11-21 00:00:00.000,Zuckerrüben,856.7187252955746,84.0,,
,Farm 5,Field 210,2.34,2018.0,,2018-07-19 00:00:00.000,Winterweichweizen,54.269230769230774,152.0,,
,Farm 5,Field 210,2.34,2019.0,,2019-07-24 00:00:00.000,Winterweichweizen,60.00000000000001,148.0,,
,Farm 5,Field 210,2.34,2021.0,,,Winterweichweizen,76.4957264957265,175.0,,
,Farm 5,Field 210,2.34,2020.0,,2020-08-04 00:00:00.000,Winterraps,31.0982905982906,160.0,,
,Farm 5,Field 211,6.65,2021.0,,,Winterweichweizen,68.72932330827068,135.0,,
,Farm 5,Field 212,6.7613,2021.0,,,Zuckerrüben,982.8583260615561,90.0,,
,Farm 5,Field 212,6.7613,2020.0,,2020-08-05 00:00:00.000,Winterweichweizen,93.38440832384305,204.0,,
,Farm 5,Field 213,5.7842,2018.0,,2018-07-25 00:00:00.000,Winterweichweizen,44.49016285743922,155.0,,
,Farm 5,Field 213,5.7842,2021.0,,2021-07-30 00:00:00.000,Winterraps,32.8705784723903,140.0,,
,Farm 5,Field 214,4.5354,2021.0,,2021-07-27 00:00:00.000,Winterraps,40.929135247166734,140.0,,
,Farm 5,Field 214,4.5354,2018.0,,2018-07-24 00:00:00.000,Winterweichweizen,65.76046214225867,155.0,,
,Farm 5,Field 214,4.5354,2019.0,,2019-08-09 00:00:00.000,Winterroggen,78.05926709882259,121.0,,
,Farm 5,Field 215,10.4298,2022.0,,2022-07-14 00:00:00.000,Wintergerste,101.26752190837792,175.0,,
,Farm 5,Field 216,13.8014,2019.0,,2019-07-26 00:00:00.000,Winterweichweizen,103.76990740069849,159.0,,
,Farm 5,Field 216,13.8014,2021.0,,,Winterweichweizen,80.40488646079385,175.0,,
,Farm 5,Field 216,13.8014,2018.0,,2018-07-15 00:00:00.000,Winterraps,28.089903922790445,183.0,,
,Farm 5,Field 217,10.8918,2021.0,,,Winterweichweizen,72.99987146293542,156.0,,
,Farm 5,Field 218,11.58,2020.0,,2020-07-23 00:00:00.000,Winterweichweizen,64.83592400690846,152.0,,
,Farm 5,Field 218,11.58,2018.0,,2018-07-24 00:00:00.000,Winterweichweizen,49.17962003454232,155.0,,
,Farm 5,Field 218,11.58,2022.0,,2022-07-19 00:00:00.000,Winterraps,30.279792746113987,156.0,,
,Farm 5,Field 218,11.58,2019.0,,2019-08-04 00:00:00.000,Winterraps,21.70984455958549,136.0,,
,Farm 5,Field 219,4.6868,2021.0,,,Winterweichweizen,67.28044721345054,178.0,,
,Farm 5,Field 219,4.6469,2018.0,,2018-07-18 00:00:00.000,Winterweichweizen,67.02963265833137,191.0,,
,Farm 5,Field 219,4.6469,2019.0,,2019-10-14 00:00:00.000,Zuckerrüben,832.0816027889562,89.0,,
,Farm 5,Field 219,4.6868,2020.0,,2020-08-08 00:00:00.000,Winterweichweizen,79.75591021592558,168.0,,
,Farm 5,Field 220,16.75,2022.0,,2022-07-18 00:00:00.000,Winterraps,30.28,128.0,,
,Farm 5,Field 220,16.75,2020.0,,2020-08-12 00:00:00.000,Winterweichweizen,74.66985074626866,164.0,,
,Farm 5,Field 221,7.975,2021.0,,2021-07-30 00:00:00.000,Winterraps,31.86959247648903,140.0,,
,Farm 5,Field 221,7.975,2018.0,,2018-07-25 00:00:00.000,Winterweichweizen,60.709717868338565,155.0,,
,Farm 5,Field 221,7.975,2019.0,,2019-08-08 00:00:00.000,Winterroggen,76.31974921630093,121.0,,
,Farm 5,Field 222,10.7668,2019.0,,2019-07-30 00:00:00.000,Winterweichweizen,86.90975963145968,159.0,,
,Farm 5,Field 222,10.7668,2020.0,,2020-08-07 00:00:00.000,Winterweichweizen,76.65230151948582,188.0,,
,Farm 5,Field 223,0.75,2019.0,,2019-08-02 00:00:00.000,Winterweichweizen,80.0,160.0,,
,Farm 5,Field 223,0.75,2018.0,,2018-10-17 00:00:00.000,Zuckerrüben,559.1999999999999,96.0,,
,Farm 5,Field 224,14.7263,2018.0,,2018-09-03 00:00:00.000,Silomais,552.4001276627531,139.0,,
,Farm 5,Field 224,14.7263,2019.0,,2019-09-18 00:00:00.000,Silomais,618.6998770906473,61.0,,
,Farm 5,Field 225,7.5624,2020.0,,2020-07-14 00:00:00.000,Wintergerste,95.57812334708557,185.0,,
,Farm 5,Field 226,9.0264,2021.0,,,Winterweichweizen,68.80705486129575,135.0,,
,Farm 5,Field 226,9.0264,2019.0,,2019-07-28 00:00:00.000,Winterweichweizen,92.29039262607462,166.0,,
,Farm 5,Field 227,2.399,2019.0,,2019-08-01 00:00:00.000,Winterweichweizen,83.85994164235098,169.0,,
,Farm 5,Field 227,2.399,2020.0,,2020-08-11 00:00:00.000,Winterweichweizen,80.12922050854522,169.0,,
,Farm 5,Field 227,2.399,2021.0,,,Winterweichweizen,56.21092121717382,190.0,,
,Farm 5,Field 228,11.0561,2018.0,,2018-10-08 00:00:00.000,Silomais,250.00045223903547,281.0,,
,Farm 5,Field 228,11.0561,2021.0,,,Winterweichweizen,79.11831477645823,175.0,,
,Farm 5,Field 228,11.0561,2019.0,,2019-07-28 00:00:00.000,Winterweichweizen,92.21967963386727,161.0,,
,Farm 5,Field 229,14.1627,2020.0,,2020-08-06 00:00:00.000,Winterweichweizen,84.2953674087568,190.0,,
,Farm 5,Field 230,13.1883,2019.0,,2019-09-18 00:00:00.000,Silomais,693.9999848350432,21.0,,
,Farm 5,Field 231,7.72,2018.0,,2018-07-15 00:00:00.000,Winterraps,21.260362694300518,166.0,,
,Farm 5,Field 231,7.72,2019.0,,2019-07-25 00:00:00.000,Winterweichweizen,82.62046632124353,159.0,,
,Farm 5,Field 231,7.72,2021.0,,,Winterweichweizen,75.49740932642487,175.0,,
,Farm 5,Field 232,4.012,2018.0,,2018-09-01 00:00:00.000,Silomais,661.6999002991028,48.0,,
,Farm 5,Field 232,4.012,2019.0,,2019-09-17 00:00:00.000,Silomais,608.3998005982055,128.0,,
,Farm 5,Field 233,4.2696,2018.0,,2018-07-24 00:00:00.000,Winterweichweizen,54.63041034288927,157.0,,
,Farm 5,Field 234,8.3881,2020.0,,2020-08-04 00:00:00.000,Winterraps,30.284569807226905,160.0,,
,Farm 5,Field 234,8.3881,2019.0,,2019-07-27 00:00:00.000,Winterweichweizen,66.40955639536963,159.0,,
,Farm 5,Field 234,8.3881,2018.0,,2018-07-25 00:00:00.000,Winterweichweizen,71.60024320167858,163.0,,
,Farm 5,Field 234,8.3881,2021.0,,,Winterweichweizen,62.58866727864475,230.0,,
,Farm 5,Field 235,3.9059,2019.0,,2019-11-07 00:00:00.000,Zuckerrüben,810.7990475946646,107.0,,
,Farm 5,Field 235,3.9059,2020.0,,2020-08-06 00:00:00.000,Winterweichweizen,89.01917611818018,175.0,,
,Farm 5,Field 236,6.8908,2019.0,,2019-08-12 00:00:00.000,Winterweichweizen,94.15017124281651,162.0,,
,Farm 5,Field 236,6.8908,2021.0,,,Zuckerrüben,1082.094967202647,103.0,,
,Farm 5,Field 236,6.8908,2018.0,,2018-07-18 00:00:00.000,Winterweichweizen,80.26063737156788,179.0,,
,Farm 5,Field 237,9.4338,2020.0,,2020-07-31 00:00:00.000,Winterweichweizen,86.0597002268439,155.0,,
,Farm 5,Field 238,8.5718,2018.0,,2018-07-16 00:00:00.000,Winterraps,16.21013089432791,170.0,,
,Farm 5,Field 238,8.5718,2019.0,,2019-08-07 00:00:00.000,Winterweichweizen,86.70290954058659,155.0,,
,Farm 5,Field 238,8.5718,2020.0,,2020-07-23 00:00:00.000,Winterweichweizen,70.55694253249025,162.0,,
,Farm 5,Field 238,8.5718,2021.0,,2021-07-27 00:00:00.000,Winterraps,36.48941879185235,151.0,,
,Farm 5,Field 239,1.9112,2020.0,,2020-08-12 00:00:00.000,Winterweichweizen,85.07743825868565,175.0,,
,Farm 5,Field 239,2.0234,2018.0,,2018-07-17 00:00:00.000,Winterweichweizen,86.63141247405356,202.0,,
,Farm 5,Field 239,2.0234,2019.0,,2019-10-15 00:00:00.000,Zuckerrüben,555.3523771869131,83.0,,
,Farm 5,Field 239,1.9112,2021.0,,,Winterweichweizen,78.19694432817077,160.0,,
,Farm 5,Field 240,3.2247,2018.0,,2018-07-26 00:00:00.000,Winterweichweizen,57.53093311005676,155.0,,
,Farm 5,Field 240,3.2247,2019.0,,2019-08-09 00:00:00.000,Winterroggen,68.17068254411264,125.0,,
,Farm 5,Field 240,3.2247,2021.0,,2021-08-13 00:00:00.000,Winterraps,31.860328092535738,140.0,,
,Farm 5,Field 241,4.65,2021.0,,2021-08-12 00:00:00.000,Winterweichweizen,56.6021505376344,153.0,,
,Farm 5,Field 241,4.65,2019.0,,2019-08-06 00:00:00.000,Winterraps,24.66021505376344,147.0,,
,Farm 5,Field 241,4.65,2022.0,,2022-07-19 00:00:00.000,Winterraps,30.27956989247312,156.0,,
,Farm 5,Field 241,4.65,2018.0,,2018-07-24 00:00:00.000,Winterweichweizen,49.729032258064514,155.0,,
,Farm 5,Field 242,4.7832,2021.0,,,Zuckerrüben,743.1426659976585,90.0,,
,Farm 5,Field 242,4.7832,2018.0,,2018-07-24 00:00:00.000,Winterweichweizen,89.12025422311423,189.0,,
,Farm 5,Field 242,4.7832,2020.0,,2020-07-13 00:00:00.000,Wintergerste,110.02885097842449,185.0,,
,Farm 5,Field 242,4.7832,2019.0,,2019-07-26 00:00:00.000,Winterweichweizen,85.67068071583877,163.0,,
,Farm 5,Field 243,4.9705,2018.0,,2018-11-01 00:00:00.000,Zuckerrüben,875.8394527713508,96.0,,
,Farm 5,Field 243,4.9705,2021.0,,,Winterweichweizen,76.86953022834724,157.0,,
,Farm 5,Field 244,7.5395,2021.0,,,Zuckerrüben,854.7914317925591,90.0,,
,Farm 5,Field 244,7.5395,2019.0,,2019-07-26 00:00:00.000,Winterweichweizen,82.63014788779097,163.0,,
,Farm 5,Field 245,19.6119,2018.0,,2018-07-16 00:00:00.000,Winterraps,19.770139558125425,175.0,,
,Farm 5,Field 246,3.3413,2020.0,,2020-08-05 00:00:00.000,Winterweichweizen,77.78409601053481,204.0,,
,Farm 5,Field 246,3.3413,2021.0,,,Zuckerrüben,776.0332804597014,90.0,,
,Farm 5,Field 246,3.3413,2019.0,,2019-07-27 00:00:00.000,Winterweichweizen,84.2905455960255,163.0,,
,Farm 5,Field 247,1.413,2018.0,,2018-07-03 00:00:00.000,Wintergerste,69.49752300070772,186.0,,
,Farm 5,Field 247,1.413,2020.0,,2020-08-07 00:00:00.000,Winterweichweizen,84.89030431705591,164.0,,
,Farm 5,Field 247,1.413,2019.0,,2019-11-14 00:00:00.000,Zuckerrüben,898.0891719745223,94.0,,
,Farm 5,Field 247,1.413,2021.0,,,Wintergerste,83.0007077140835,169.0,,
,Farm 5,Field 248,4.2126,2019.0,,2019-07-03 00:00:00.000,Wintergerste,90.48805963063191,163.0,,
,Farm 5,Field 248,4.2126,2022.0,,2022-07-06 00:00:00.000,Wintergerste,100.84983145800692,175.0,,
,Farm 5,Field 248,4.2126,2021.0,,,Winterweichweizen,69.55324502682429,179.0,,
,Farm 5,Field 249,1.4241,2018.0,,2018-09-03 00:00:00.000,Silomais,612.197177164525,136.0,,
,Farm 5,Field 249,1.4241,2019.0,,2019-09-18 00:00:00.000,Silomais,493.202724527772,122.0,,
,Farm 5,Field 250,0.62,2020.0,,2020-08-07 00:00:00.000,Winterweichweizen,76.85483870967742,167.0,,
,Farm 5,Field 250,0.62,2018.0,,2018-07-19 00:00:00.000,Winterweichweizen,63.82258064516129,166.0,,
,Farm 5,Field 250,0.62,2019.0,,2019-09-20 00:00:00.000,Silomais,553.2096774193549,129.0,,
,Farm 6,Field 251,10.6,2019.0,2018-09-28 00:00:00,2019-07-23 00:00:00.000,Winterroggen,66.0,108.0,,
,Farm 6,Field 251,10.4,2021.0,2020-09-24 00:00:00,2021-09-09 00:00:00.000,Winterroggen,52.8,110.0,,
,Farm 6,Field 251,10.6,2022.0,2022-05-11 00:00:00,2022-11-01 00:00:00.000,Körnermais,34.0,140.0,,
,Farm 6,Field 251,10.6,2018.0,2017-09-02 00:00:00,2018-07-07 00:00:00.000,Winterraps,28.0,160.0,,
,Farm 6,Field 252,23.4,2019.0,2018-08-30 00:00:00,2019-08-01 00:00:00.000,Winterraps,24.2,150.0,,
,Farm 6,Field 252,23.4,2020.0,2019-09-26 00:00:00,2020-07-28 00:00:00.000,Winterroggen,77.5,176.0,,
,Farm 6,Field 252,23.4,2018.0,2017-09-18 00:00:00,2018-07-15 00:00:00.000,Winterroggen,53.3,160.0,,
,Farm 6,Field 253,76.5,2020.0,2019-09-21 00:00:00,2020-07-14 00:00:00.000,Wintergerste,71.14,152.0,,
,Farm 6,Field 253,76.5,2019.0,2018-10-11 00:00:00,2019-08-03 00:00:00.000,Winterweichweizen,51.6,141.0,,
,Farm 6,Field 253,76.5,2018.0,2017-08-30 00:00:00,2018-07-18 00:00:00.000,Winterraps,27.0,174.0,,
,Farm 6,Field 254,11.8,2018.0,2018-05-03 00:00:00,2018-08-17 00:00:00.000,Silomais,198.0,173.0,,
,Farm 6,Field 254,12.5,2023.0,2023-05-02 00:00:00,2023-11-07 00:00:00.000,Körnermais,92.0,135.0,,
,Farm 6,Field 254,12.5,2022.0,2021-09-29 00:00:00,2022-07-19 00:00:00.000,Winterroggen,52.8,80.0,,
,Farm 6,Field 254,12.5,2021.0,2021-04-24 00:00:00,2021-09-20 00:00:00.000,Silomais,517.0,84.0,,
,Farm 6,Field 254,14.1,2020.0,2019-09-14 00:00:00,2020-07-24 00:00:00.000,Winterroggen,66.3,94.0,,
,Farm 6,Field 254,14.1,2019.0,2018-10-01 00:00:00,2019-07-17 00:00:00.000,Winterroggen,43.5,140.0,,
,Farm 6,Field 255,33.2,2020.0,2019-09-23 00:00:00,2020-07-25 00:00:00.000,Winterroggen,86.5,160.0,,
,Farm 6,Field 255,33.2,2019.0,2019-04-24 00:00:00,2019-09-02 00:00:00.000,Silomais,308.0,92.0,,
,Farm 6,Field 255,33.2,2018.0,2017-09-26 00:00:00,2018-07-16 00:00:00.000,Winterroggen,57.7,136.0,,
,Farm 6,Field 255,33.2,2022.0,2021-10-19 00:00:00,2022-07-20 00:00:00.000,Winterroggen,58.25,150.0,,
,Farm 6,Field 256,5.4,2019.0,2019-04-24 00:00:00,2019-09-18 00:00:00.000,Silomais,368.0,84.0,,
,Farm 6,Field 256,5.4,2018.0,2017-10-20 00:00:00,2018-07-21 00:00:00.000,Winterweichweizen,53.5,144.0,,
,Farm 6,Field 256,5.4,2022.0,2021-09-23 00:00:00,2022-07-24 00:00:00.000,Winterweichweizen,75.3,145.0,,
,Farm 6,Field 256,5.4,2021.0,2020-08-25 00:00:00,2021-07-25 00:00:00.000,Winterraps,34.0,106.0,,
,Farm 6,Field 256,5.4,2020.0,2019-10-15 00:00:00,2020-07-22 00:00:00.000,Winterweichweizen,81.4,145.0,,
,Farm 6,Field 257,5.1,2020.0,2019-10-14 00:00:00,2020-08-04 00:00:00.000,Winterweichweizen,94.5,145.0,,
,Farm 6,Field 257,5.1,2019.0,2018-08-29 00:00:00,2019-07-30 00:00:00.000,Winterraps,25.8,164.0,,
,Farm 6,Field 257,5.1,2018.0,2017-09-23 00:00:00,2018-06-29 00:00:00.000,Wintergerste,66.9,130.0,,
,Farm 6,Field 258,10.3,2018.0,2017-09-23 00:00:00,2018-06-29 00:00:00.000,Wintergerste,66.5,140.0,,
,Farm 6,Field 258,10.3,2021.0,2020-10-02 00:00:00,2021-07-25 00:00:00.000,Winterweichweizen,70.0,180.0,,
,Farm 6,Field 258,10.3,2020.0,2019-09-27 00:00:00,2020-08-04 00:00:00.000,Winterweichweizen,83.3,145.0,,
,Farm 6,Field 258,10.3,2019.0,2018-08-31 00:00:00,2019-08-01 00:00:00.000,Winterraps,7.5,165.0,,
,Farm 6,Field 259,32.0,2021.0,2020-09-24 00:00:00,2021-08-21 00:00:00.000,Winterroggen,79.84,142.0,,
,Farm 6,Field 259,32.0,2022.0,2021-09-02 00:00:00,2022-07-17 00:00:00.000,Winterraps,38.0,100.0,,
,Farm 6,Field 259,32.0,2020.0,2020-04-22 00:00:00,2020-09-17 00:00:00.000,Silomais,498.0,84.0,,
,Farm 6,Field 259,32.0,2019.0,2018-09-27 00:00:00,2019-07-28 00:00:00.000,Winterroggen,61.87,97.0,,
,Farm 6,Field 259,32.0,2018.0,2017-08-29 00:00:00,2018-07-19 00:00:00.000,Winterraps,30.28,174.0,,
,Farm 6,Field 260,12.1,2021.0,2021-04-23 00:00:00,2021-10-11 00:00:00.000,Silomais,72.0,70.0,,
,Farm 6,Field 260,11.5,2019.0,2018-10-01 00:00:00,2019-07-24 00:00:00.000,Winterroggen,53.66,140.0,,
,Farm 6,Field 260,11.5,2018.0,2017-08-29 00:00:00,2018-07-06 00:00:00.000,Winterraps,20.6,174.0,,
,Farm 6,Field 260,14.5,2022.0,2021-09-02 00:00:00,2022-07-17 00:00:00.000,Winterraps,41.44,100.0,,
,Farm 6,Field 260,14.5,2021.0,2020-11-11 00:00:00,2021-08-03 00:00:00.000,Winterweichweizen,79.93,180.0,,
,Farm 6,Field 260,14.5,2020.0,2020-04-11 00:00:00,2020-09-14 00:00:00.000,Zuckerrüben,998.0,114.0,,
,Farm 6,Field 260,14.5,2019.0,2018-10-12 00:00:00,2019-07-19 00:00:00.000,Winterweichweizen,55.17,142.0,,
,Farm 6,Field 260,14.5,2018.0,2017-08-29 00:00:00,2018-07-06 00:00:00.000,Winterraps,34.0,174.0,,
,Farm 6,Field 260,12.1,2022.0,2021-10-16 00:00:00,2022-07-19 00:00:00.000,Winterroggen,44.62,80.0,,
,Farm 6,Field 261,4.3,2019.0,2018-08-29 00:00:00,2019-08-01 00:00:00.000,Winterraps,26.0,164.0,,
,Farm 6,Field 261,4.3,2020.0,2019-10-14 00:00:00,2020-07-28 00:00:00.000,Winterweichweizen,86.0,145.0,,
,Farm 6,Field 261,3.8,2018.0,2017-09-23 00:00:00,2018-06-29 00:00:00.000,Wintergerste,66.5,150.0,,
,Farm 6,Field 262,12.0,2023.0,2023-05-02 00:00:00,2023-11-07 00:00:00.000,Körnermais,104.0,140.0,,
,Farm 6,Field 262,12.2,2022.0,2021-09-25 00:00:00,2022-07-23 00:00:00.000,Winterweichweizen,66.0,140.0,,
,Farm 6,Field 262,12.0,2020.0,2019-09-28 00:00:00,2020-08-04 00:00:00.000,Winterweichweizen,80.5,145.0,,
,Farm 6,Field 262,11.6,2018.0,2017-10-19 00:00:00,2018-07-17 00:00:00.000,Winterweichweizen,46.8,144.0,,
,Farm 6,Field 262,12.0,2019.0,2018-08-29 00:00:00,2019-08-01 00:00:00.000,Winterraps,22.0,164.0,,
,Farm 6,Field 263,18.6,2018.0,2017-09-01 00:00:00,2018-07-07 00:00:00.000,Winterraps,22.6,160.0,,
,Farm 6,Field 263,18.6,2019.0,2018-10-08 00:00:00,2019-07-29 00:00:00.000,Winterweichweizen,56.9,141.0,,
